4,2,4,0,10,0,0
0,4,2,10,4,0,0
2,10,4,0,4,0,0
0,10,4,4,2,0,0
4,0,10,2,4,0,0
4,4,10,2,0,0,0
2,4,2,0,12,0,0
12,2,0,4,2,0,0
4,12,2,2,0,0,0
4,2,2,12,0,0,0
4,0,2,2,12,0,0
12,4,2,0,2,0,0
2,12,4,0,2,0,0
12,2,4,2,0,0,0
0,2,12,4,2,0,0
0,2,4,2,12,0,0
2,0,4,12,2,0,0
4,2,0,12,2,0,0
0,4,12,2,2,0,0
12,2,4,0,2,0,0
12,2,0,2,4,0,0
4,12,2,0,2,0,0
2,12,2,0,4,0,0
0,12,2,4,2,0,0
2,2,12,4,0,0,0
2,0,2,12,4,0,0
2,2,4,0,12,0,0
0,12,4,2,2,0,0
4,2,0,2,12,0,0
2,4,2,12,0,0,0
2,0,2,4,12,0,0
0,2,12,2,4,0,0
12,2,2,4,0,0,0
2,12,0,4,2,0,0
2,4,0,12,2,0,0
12,0,2,4,2,0,0
4,2,12,2,0,0,0
12,4,0,2,2,0,0
4,2,2,0,12,0,0
2,0,12,4,2,0,0
0,2,2,4,12,0,0
0,12,2,2,4,0,0
0,2,2,12,4,0,0
2,0,4,2,12,0,0
4,12,0,2,2,0,0
4,2,12,0,2,0,0
2,4,0,2,12,0,0
2,2,0,4,12,0,0
4,0,2,12,2,0,0
0,4,2,12,2,0,0
2,12,0,2,4,0,0
4,0,12,2,2,0,0
2,4,12,2,0,0,0
2,2,4,12,0,0,0
2,12,2,4,0,0,0
2,2,0,12,4,0,0
2,2,12,0,4,0,0
12,0,2,2,4,0,0
12,0,4,2,2,0,0
12,4,2,2,0,0,0
2,12,4,2,0,0,0
2,0,12,2,4,0,0
0,2,4,12,2,0,0
12,2,2,0,4,0,0
0,4,2,2,12,0,0
2,4,12,0,2,0,0
2,2,0,2,14,0,0
2,0,2,14,2,0,0
0,2,14,2,2,0,0
2,14,2,2,0,0,0
14,2,2,2,0,0,0
2,2,14,2,0,0,0
0,2,2,14,2,0,0
14,2,2,0,2,0,0
2,2,0,14,2,0,0
2,0,14,2,2,0,0
2,2,2,0,14,0,0
2,14,0,2,2,0,0
2,0,2,2,14,0,0
2,2,14,0,2,0,0
2,14,2,0,2,0,0
0,14,2,2,2,0,0
2,2,2,14,0,0,0
0,2,2,2,14,0,0
14,0,2,2,2,0,0
14,2,0,2,2,0,0
0,2,2,16,0,0,0
2,0,16,2,0,0,0
16,0,2,0,2,0,0
0,0,2,2,16,0,0
16,0,0,2,2,0,0
2,0,0,16,2,0,0
0,2,16,2,0,0,0
0,2,2,0,16,0,0
2,0,16,0,2,0,0
2,2,0,0,16,0,0
2,2,0,16,0,0,0
16,2,0,2,0,0,0
16,2,2,0,0,0,0
0,0,16,2,2,0,0
0,2,0,2,16,0,0
0,0,2,16,2,0,0
2,16,0,0,2,0,0
16,2,0,0,2,0,0
0,2,16,0,2,0,0
0,16,0,2,2,0,0
0,16,2,2,0,0,0
2,16,0,2,0,0,0
0,2,0,16,2,0,0
2,16,2,0,0,0,0
0,16,2,0,2,0,0
2,0,0,2,16,0,0
2,0,2,16,0,0,0
2,0,2,0,16,0,0
16,0,2,2,0,0,0
2,2,16,0,0,0,0
4,0,0,0,16,0,0
4,0,16,0,0,0,0
0,0,0,4,16,0,0
0,4,16,0,0,0,0
0,0,16,4,0,0,0
16,0,0,0,4,0,0
16,4,0,0,0,0,0
0,16,0,4,0,0,0
16,0,4,0,0,0,0
0,0,4,0,16,0,0
0,16,4,0,0,0,0
0,0,0,16,4,0,0
0,0,16,0,4,0,0
0,0,4,16,0,0,0
16,0,0,4,0,0,0
0,4,0,0,16,0,0
4,0,0,16,0,0,0
4,16,0,0,0,0,0
0,16,0,0,4,0,0
0,4,0,16,0,0,0
0,0,18,0,2,0,0
0,18,2,0,0,0,0
0,0,2,18,0,0,0
2,0,0,0,18,0,0
0,2,18,0,0,0,0
18,2,0,0,0,0,0
0,0,2,0,18,0,0
0,18,0,2,0,0,0
0,0,0,18,2,0,0
18,0,2,0,0,0,0
0,0,0,2,18,0,0
0,2,0,18,0,0,0
2,0,18,0,0,0,0
18,0,0,2,0,0,0
0,0,18,2,0,0,0
0,2,0,0,18,0,0
0,18,0,0,2,0,0
2,18,0,0,0,0,0
2,0,0,18,0,0,0
18,0,0,0,2,0,0
0,0,20,0,0,0,0
0,0,0,20,0,0,0
0,0,0,0,20,0,0
0,20,0,0,0,0,0
20,0,0,0,0,0,0
